Date,Asset,Daily Return,Exposure BoP,Exposure EoP,Trade Exposure,Trade Cost,PnL - Daily,PnL,Days in Exposure,Strategy Vol.,stop_trading_sign,Strategy,Strategy Weight,Book Vol,all_strategies_ready,Cumulative_ReturnLibor
2015-10-29,Swap - UCO US Equity,0.9902393185462662,0,-0.058811717312343526,-0.058811717312343526,1.4702929328085881e-05,-1.4702929328085881e-05,-1.4702929328085881e-05,1,0.0,False,Comdty | Trend-Following,1.0,0.0,True,1.0041879097961277
2015-10-29,Swap - SCO US Equity,1.0095042735714976,0,0.0566016356165724,0.0566016356165724,1.4150408904143101e-05,-1.4150408904143101e-05,-1.4150408904143101e-05,1,0.0,False,Comdty | Trend-Following,1.0,0.0,True,1.0041879097961277
2015-10-29,Swap - KOLD US Equity,1.0354255677414914,0,0.0962708528083621,0.0962708528083621,2.4067713202090527e-05,-2.4067713202090527e-05,-2.4067713202090527e-05,1,0.0,False,Comdty | Trend-Following,1.0,0.0,True,1.0041879097961277
2015-10-29,Swap - ZSL US Equity,1.0518029598031067,0,-0.10954454780874798,-0.10954454780874798,2.7386136952186996e-05,-2.7386136952186996e-05,-2.7386136952186996e-05,1,0.0,False,Comdty | Trend-Following,1.0,0.0,True,1.0041879097961277
2015-10-29,Swap - GLL US Equity,1.0179239732379421,0,-0.19457570787093692,-0.19457570787093692,4.864392696773423e-05,-4.864392696773423e-05,-4.864392696773423e-05,1,0.0,False,Comdty | Trend-Following,1.0,0.0,True,1.0041879097961277
2015-10-29,Swap - GLD US Equity,0.9904225757750575,0,0.38801045863007033,0.38801045863007033,9.700261465751758e-05,-9.700261465751758e-05,-9.700261465751758e-05,1,0.0,False,Comdty | Trend-Following,1.0,0.0,True,1.0041879097961277
2015-10-29,Swap - GDX US Equity,0.9515361417057037,0,0.0921373861874164,0.0921373861874164,2.3034346546854103e-05,-2.3034346546854103e-05,-2.3034346546854103e-05,1,0.0,False,Comdty | Trend-Following,1.0,0.0,True,1.0041879097961277
2015-10-29,Swap - PDBC US Equity,1.0017021977469096,0,-0.21575226354220953,-0.21575226354220953,5.393806588555238e-05,-5.393806588555238e-05,-5.393806588555238e-05,1,0.0,False,Comdty | Trend-Following,1.0,0.0,True,1.0041879097961277
2015-10-30,Swap - UCO US Equity,1.0290863882937056,-0.058811717312343526,-0.060522337758309994,0,0,-0.0017106204459664681,-0.001725323375294554,2,0.16612937327446395,False,Comdty | Trend-Following,1.0,0.0,True,1.0041970862757126
2015-10-30,Swap - SCO US Equity,0.9713575606459234,0.0566016356165724,0.054980426701083183,0,0,-0.0016212089154892181,-0.0016353593243933612,2,0.16612937327446395,False,Comdty | Trend-Following,1.0,0.0,True,1.0041970862757126
2015-10-30,Swap - KOLD US Equity,0.9365098864208218,0.0962708528083621,0.09015860542919485,0,0,-0.006112247379167254,-0.006136315092369345,2,0.16612937327446395,False,Comdty | Trend-Following,1.0,0.0,True,1.0041970862757126
2015-10-30,Swap - ZSL US Equity,1.00761627481678,-0.10954454780874798,-0.1103788691895393,0,0,-0.000834321380791328,-0.000861707517743515,2,0.16612937327446395,False,Comdty | Trend-Following,1.0,0.0,True,1.0041970862757126
2015-10-30,Swap - GLL US Equity,1.0074557085585552,-0.19457570787093692,-0.1960264076413972,0,0,-0.0014506997704602786,-0.001499343697428013,2,0.16612937327446395,False,Comdty | Trend-Following,1.0,0.0,True,1.0041970862757126
2015-10-30,Swap - GLD US Equity,0.996162971225112,0.38801045863007033,0.38652165133534927,0,0,-0.0014888072947210618,-0.0015858099093785793,2,0.16612937327446395,False,Comdty | Trend-Following,1.0,0.0,True,1.0041970862757126
2015-10-30,Swap - GDX US Equity,0.9894057117909834,0.0921373861874164,0.09116125616332145,0,0,-0.0009761300240949539,-0.000999164370641808,2,0.16612937327446395,False,Comdty | Trend-Following,1.0,0.0,True,1.0041970862757126
2015-10-30,Swap - PDBC US Equity,1.0016934569849412,-0.21575226354220953,-0.21611763071992196,0,0,-0.00036536717771243343,-0.00041930524359798583,2,0.16612937327446395,False,Comdty | Trend-Following,1.0,0.0,True,1.0041970862757126
